,red_fighter,blue_fighter,red_kd,blue_kd,red_ss_pct,blue_ss_pct,red_td_pct,blue_td_pct,red_sub_att,blue_sub_att,red_rev,blue_rev,red_ctrl_time,blue_ctrl_time,result,method,round,time,event_title,weight_class,red_ss_att,red_ss_landed,blue_ss_att,blue_ss_landed,red_ts_att,red_ts_landed,blue_ts_att,blue_ts_landed,red_td_att,red_td_landed,blue_td_att,blue_td_landed,red_head_att,red_head_landed,blue_head_att,blue_head_landed,red_body_att,red_body_landed,blue_body_att,blue_body_landed,red_leg_att,red_leg_landed,blue_leg_att,blue_leg_landed,red_dist_att,red_dist_landed,blue_dist_att,blue_dist_landed,red_clinch_att,red_clinch_landed,blue_clinch_att,blue_clinch_landed,red_grnd_att,red_grnd_landed,blue_grnd_att,blue_grnd_landed,fight_time,early_finish,title_bout,date,location
3263,Vik Grujic,Brendan O'Reilly,0,0,0.55,0.49,0.33,0.6,1,1,0,0,5.016666666666667,7.633333333333334,Brendan O'Reilly , Decision - Unanimous ,3,5.0,UFC Fight Night: Miocic vs Hunt,Welterweight ,106,59,85,42,156,103,127,83,3,1,10,6,89,42,59,23,15,15,22,15,2,2,4,4,40,18,30,11,66,41,51,27,0,0,4,4,15.0,0,0,09-2015-05,"Adelaide, South Australia, Australia"
3264,Alptekin Ozkilic,Ben Nguyen,0,2,0.3,0.45,0.33,0.0,0,0,0,0,1.6333333333333333,0.38333333333333336,Ben Nguyen , KO/TKO ,1,4.983333333333333,UFC Fight Night: Miocic vs Hunt,Flyweight ,49,15,60,27,62,28,60,27,3,1,1,0,45,13,49,18,4,2,2,2,0,0,9,7,32,7,48,18,6,3,3,1,11,5,9,8,4.983333333333333,1,0,09-2015-05,"Adelaide, South Australia, Australia"
3265,Demetrious Johnson,Kyoji Horiguchi,0,0,0.54,0.34,0.63,0.2,1,0,0,0,13.716666666666667,1.0333333333333334,Demetrious Johnson , Submission ,5,4.983333333333333,UFC 186: Johnson vs Horiguchi, Flyweight  ,121,66,91,31,208,149,127,61,22,14,5,1,56,21,70,18,40,31,13,8,25,14,8,5,86,39,75,21,23,16,16,10,12,11,0,0,24.983333333333334,1,1,25-2015-04,"Montreal, Quebec, Canada"
3266,Quinton Jackson,Fabio Maldonado,0,0,0.46,0.5,0.0,1.0,0,0,0,0,1.1833333333333333,2.8666666666666667,Quinton Jackson , Decision - Unanimous ,3,5.0,UFC 186: Johnson vs Horiguchi,Catch Weight ,211,99,134,67,230,114,162,94,0,0,1,1,160,59,87,37,41,31,45,29,10,9,2,1,155,67,113,55,56,32,21,12,0,0,0,0,15.0,0,0,25-2015-04,"Montreal, Quebec, Canada"
3267,Michael Bisping,CB Dollaway,0,1,0.37,0.35,0.0,0.25,0,0,0,0,0.38333333333333336,1.25,Michael Bisping , Decision - Unanimous ,3,5.0,UFC 186: Johnson vs Horiguchi,Middleweight ,202,75,131,47,207,80,134,49,0,0,8,2,176,56,115,36,8,4,8,4,18,15,8,7,193,69,114,40,1,1,3,1,8,5,14,6,15.0,0,0,25-2015-04,"Montreal, Quebec, Canada"
3268,John Makdessi,Shane Campbell,2,0,0.47,0.43,0.0,0.0,0,0,0,0,1.15,0.5666666666666667,John Makdessi , KO/TKO ,1,4.883333333333334,UFC 186: Johnson vs Horiguchi,Catch Weight ,98,47,57,25,114,59,57,25,2,0,3,0,82,39,28,5,13,7,14,7,3,1,15,13,56,26,54,24,13,6,3,1,29,15,0,0,4.883333333333334,1,0,25-2015-04,"Montreal, Quebec, Canada"
3269,Yves Jabouin,Thomas Almeida,0,0,0.35,0.41,1.0,0.0,0,0,0,0,0.38333333333333336,0.0,Thomas Almeida , KO/TKO ,1,4.3,UFC 186: Johnson vs Horiguchi,Bantamweight ,56,20,75,31,56,20,76,32,1,1,0,0,43,12,58,18,13,8,9,7,0,0,8,6,53,18,62,24,3,2,13,7,0,0,0,0,4.3,1,0,25-2015-04,"Montreal, Quebec, Canada"
3270,Patrick Cote,Joe Riggs,0,0,0.43,0.6,0.5,1.0,1,0,1,0,6.366666666666666,4.333333333333333,Patrick Cote , Decision - Unanimous ,3,5.0,UFC 186: Johnson vs Horiguchi,Welterweight ,48,21,35,21,151,110,61,47,6,3,2,2,26,11,28,15,14,6,3,3,8,4,4,3,30,8,19,9,8,6,12,9,10,7,4,3,15.0,0,0,25-2015-04,"Montreal, Quebec, Canada"
3271,Alexis Davis,Sarah Kaufman,0,0,0.34,0.5,0.33,0.0,1,0,0,0,0.85,1.45,Alexis Davis , Submission ,2,3.1166666666666667,UFC 186: Johnson vs Horiguchi,Women's Bantamweight ,99,34,130,65,106,40,141,76,3,1,0,0,77,18,90,37,11,7,12,8,11,9,28,20,91,29,111,47,8,5,12,11,0,0,7,7,8.116666666666667,1,0,25-2015-04,"Montreal, Quebec, Canada"
3272,Chad Laprise,Bryan Barberena,0,0,0.48,0.46,0.0,0.33,0,0,0,0,0.16666666666666666,0.5666666666666667,Chad Laprise , Decision - Unanimous ,3,5.0,UFC 186: Johnson vs Horiguchi,Lightweight ,172,84,202,94,172,84,207,99,1,0,3,1,132,52,122,36,29,21,34,21,11,11,46,37,163,78,173,72,9,6,27,22,0,0,2,0,15.0,0,0,25-2015-04,"Montreal, Quebec, Canada"
3273,Olivier Aubin-Mercier,David Michaud,1,0,0.56,0.32,0.2,0.0,1,0,0,0,6.25,0.0,Olivier Aubin-Mercier , Submission ,3,1.5833333333333333,UFC 186: Johnson vs Horiguchi,Lightweight ,86,49,52,17,127,82,57,22,15,3,0,0,55,22,47,14,16,12,4,3,15,15,1,0,55,23,43,12,26,22,7,4,5,4,2,1,11.583333333333334,1,0,25-2015-04,"Montreal, Quebec, Canada"
3274,Nordine Taleb,Chris Clements,0,0,0.56,0.27,1.0,0.0,0,1,0,0,10.033333333333333,0.0,Nordine Taleb , Decision - Unanimous ,3,5.0,UFC 186: Johnson vs Horiguchi,Welterweight ,64,36,62,17,97,64,75,29,6,6,0,0,50,26,39,4,10,7,8,5,4,3,15,8,27,12,52,14,7,5,10,3,30,19,0,0,15.0,0,0,25-2015-04,"Montreal, Quebec, Canada"
3275,Jessica Rakoczy,Valerie Letourneau,0,0,0.42,0.3,0.2,1.0,1,2,1,1,6.3,0.9166666666666666,Valerie Letourneau , Decision - Unanimous ,3,5.0,UFC 186: Johnson vs Horiguchi,Women's Strawweight ,107,46,124,38,125,60,136,50,5,1,2,2,78,26,93,17,24,17,14,10,5,3,17,11,84,29,101,27,14,11,22,10,9,6,1,1,15.0,0,0,25-2015-04,"Montreal, Quebec, Canada"
3276,Randa Markos,Aisling Daly,0,0,0.34,0.41,0.5,0.4,1,1,0,0,5.516666666666667,6.883333333333334,Randa Markos , Decision - Unanimous ,3,5.0,UFC 186: Johnson vs Horiguchi,Women's Strawweight ,52,18,65,27,171,131,92,50,4,2,5,2,48,15,50,15,2,2,10,9,2,1,5,3,42,11,43,9,6,3,14,12,4,4,8,6,15.0,0,0,25-2015-04,"Montreal, Quebec, Canada"
3277,Lyoto Machida,Luke Rockhold,0,0,0.48,0.52,0.0,1.0,0,2,0,0,1.4166666666666667,3.1666666666666665,Luke Rockhold , Submission ,2,2.5166666666666666,UFC on FOX: Machida vs Rockhold,Middleweight ,27,13,44,23,33,19,63,39,0,0,1,1,20,7,34,14,1,0,4,4,6,6,6,5,25,12,23,11,0,0,1,1,2,1,20,11,7.516666666666667,1,0,18-2015-04,"Newark, New Jersey, USA"
3278,Jacare Souza,Chris Camozzi,0,0,0.66,0.5,1.0,0.0,1,0,0,0,1.5,0.0,Jacare Souza , Submission ,1,2.55,UFC on FOX: Machida vs Rockhold,Middleweight ,9,6,14,7,13,10,14,7,1,1,0,0,4,2,8,2,5,4,1,0,0,0,5,5,8,5,14,7,0,0,0,0,1,1,0,0,2.55,1,0,18-2015-04,"Newark, New Jersey, USA"
3279,Cub Swanson,Max Holloway,0,0,0.41,0.41,0.0,0.0,0,3,0,0,0.11666666666666667,1.4833333333333334,Max Holloway , Submission ,3,3.966666666666667,UFC on FOX: Machida vs Rockhold,Featherweight ,136,56,198,82,138,58,202,86,3,0,0,0,98,29,163,51,15,10,28,24,23,17,7,7,133,54,185,73,2,2,5,4,1,0,8,5,13.966666666666667,1,0,18-2015-04,"Newark, New Jersey, USA"
3280,Felice Herrig,Paige VanZant,0,0,0.59,0.72,0.0,0.4,1,0,1,2,2.716666666666667,10.55,Paige VanZant , Decision - Unanimous ,3,5.0,UFC on FOX: Machida vs Rockhold,Women's Strawweight ,47,28,92,67,67,44,241,199,4,0,5,2,24,12,67,45,20,14,17,14,3,2,8,8,20,8,15,8,24,18,27,22,3,2,50,37,15.0,0,0,18-2015-04,"Newark, New Jersey, USA"
3281,Jim Miller,Beneil Dariush,0,0,0.4,0.5,0.0,0.5,3,1,1,0,0.26666666666666666,11.983333333333333,Beneil Dariush , Decision - Unanimous ,3,5.0,UFC on FOX: Machida vs Rockhold,Lightweight ,27,11,54,27,43,24,86,55,0,0,4,2,19,4,37,17,1,1,12,7,7,6,5,3,22,6,28,10,5,5,16,10,0,0,10,7,15.0,0,0,18-2015-04,"Newark, New Jersey, USA"
3282,Ovince Saint Preux,Patrick Cummins,1,0,0.43,0.6,0.0,0.33,0,0,0,0,0.06666666666666667,0.7833333333333333,Ovince Saint Preux , KO/TKO ,1,4.9,UFC on FOX: Machida vs Rockhold,Light Heavyweight ,41,18,23,14,41,18,27,15,1,0,3,1,33,13,17,8,8,5,1,1,0,0,5,5,32,11,14,5,2,0,5,5,7,7,4,4,4.9,1,0,18-2015-04,"Newark, New Jersey, USA"
3283,Corey Anderson,Gian Villante,0,0,0.39,0.41,0.0,0.0,0,0,0,0,0.0,0.0,Gian Villante , KO/TKO ,3,4.3,UFC on FOX: Machida vs Rockhold,Light Heavyweight ,279,111,168,70,281,113,168,70,4,0,0,0,256,97,129,37,20,11,5,3,3,3,34,30,270,108,163,69,9,3,5,1,0,0,0,0,14.3,1,0,18-2015-04,"Newark, New Jersey, USA"
3284,Takeya Mizugaki,Aljamain Sterling,0,0,0.3,0.59,0.0,0.2,0,1,0,0,0.5166666666666667,7.616666666666666,Aljamain Sterling , Submission ,3,2.183333333333333,UFC on FOX: Machida vs Rockhold,Bantamweight ,42,13,54,32,49,19,84,60,1,0,15,3,30,6,28,8,10,6,12,12,2,1,14,12,34,7,32,13,8,6,22,19,0,0,0,0,12.183333333333334,1,0,18-2015-04,"Newark, New Jersey, USA"
3285,George Sullivan,Tim Means,0,1,0.23,0.36,0.0,1.0,0,1,0,0,0.45,3.7666666666666666,Tim Means , Submission ,3,3.683333333333333,UFC on FOX: Machida vs Rockhold,Welterweight ,164,39,130,48,169,43,151,69,5,0,2,2,134,27,89,28,25,9,32,12,5,3,9,8,153,34,100,30,11,5,14,9,0,0,16,9,13.683333333333334,1,0,18-2015-04,"Newark, New Jersey, USA"
3286,Diego Brandao,Jimy Hettes,0,0,0.5,0.61,0.66,0.33,0,0,0,1,2.4166666666666665,0.9833333333333333,Diego Brandao , TKO - Doctor's Stoppage ,1,5.0,UFC on FOX: Machida vs Rockhold,Featherweight ,24,12,18,11,39,25,24,17,3,2,3,1,17,8,11,5,4,3,7,6,3,1,0,0,9,2,7,4,6,6,11,7,9,4,0,0,5.0,0,0,18-2015-04,"Newark, New Jersey, USA"
3287,Eddie Gordon,Chris Dempsey,0,0,0.26,0.31,1.0,0.25,0,0,0,0,4.15,3.283333333333333,Chris Dempsey , Decision - Split ,3,5.0,UFC on FOX: Machida vs Rockhold,Middleweight ,140,37,138,44,154,48,162,65,3,3,12,3,139,36,130,37,1,1,6,6,0,0,2,1,134,35,124,33,6,2,8,6,0,0,6,5,15.0,0,0,18-2015-04,"Newark, New Jersey, USA"
3288,Gabriel Gonzaga,Mirko Filipovic,0,0,0.4,0.45,0.28,0.0,1,0,0,0,6.616666666666666,1.0,Mirko Filipovic , KO/TKO ,3,3.5,UFC Fight Night: Gonzaga vs Cro Cop 2,Heavyweight ,47,19,46,21,75,46,59,32,7,2,1,0,42,16,44,20,3,2,2,1,2,1,0,0,20,4,19,2,5,3,6,3,22,12,21,16,13.5,1,0,11-2015-04,"Krakow, Poland"
3289,Jimi Manuwa,Jan Blachowicz,0,0,0.5,0.41,0.0,0.0,0,0,0,0,5.716666666666667,0.48333333333333334,Jimi Manuwa , Decision - Unanimous ,3,5.0,UFC Fight Night: Gonzaga vs Cro Cop 2,Light Heavyweight ,86,43,106,44,130,81,120,58,2,0,3,0,46,15,77,25,25,16,26,17,15,12,3,2,69,30,90,33,17,13,16,11,0,0,0,0,15.0,0,0,11-2015-04,"Krakow, Poland"
3290,Pawel Pawlak,Sheldon Westcott,0,0,0.5,0.37,0.75,0.27,0,0,0,0,3.1166666666666667,9.966666666666667,Pawel Pawlak , Decision - Unanimous ,3,5.0,UFC Fight Night: Gonzaga vs Cro Cop 2,Welterweight ,60,30,45,17,113,77,70,38,4,3,11,3,40,15,24,6,19,14,19,10,1,1,2,1,32,8,15,3,20,16,30,14,8,6,0,0,15.0,0,0,11-2015-04,"Krakow, Poland"
3291,Joanne Wood,Maryna Moroz,0,0,0.45,0.37,0.0,0.0,0,1,0,0,0.26666666666666666,0.18333333333333332,Maryna Moroz , Submission ,1,1.5,UFC Fight Night: Gonzaga vs Cro Cop 2,Women's Strawweight ,24,11,32,12,26,13,32,12,0,0,0,0,12,3,30,11,4,2,2,1,8,6,0,0,22,10,32,12,2,1,0,0,0,0,0,0,1.5,1,0,11-2015-04,"Krakow, Poland"
3292,Seth Baczynski,Leon Edwards,0,1,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.03333333333333333,Leon Edwards , KO/TKO ,1,0.13333333333333333,UFC Fight Night: Gonzaga vs Cro Cop 2,Welterweight ,4,0,3,3,4,0,3,3,0,0,0,0,3,0,3,3,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,2,2,0.13333333333333333,1,0,11-2015-04,"Krakow, Poland"
3293,Bartosz Fabinski,Garreth McLellan,0,0,0.77,0.61,0.9,0.0,0,2,0,0,10.933333333333334,2.716666666666667,Bartosz Fabinski , Decision - Unanimous ,3,5.0,UFC Fight Night: Gonzaga vs Cro Cop 2,Middleweight ,53,41,21,13,132,116,59,51,11,10,4,0,23,12,10,2,23,22,3,3,7,7,8,8,10,4,10,2,39,37,11,11,4,0,0,0,15.0,0,0,11-2015-04,"Krakow, Poland"
3294,Sergio Moraes,Mickael Lebout,0,0,0.62,0.42,0.66,0.0,0,0,0,1,3.9833333333333334,0.06666666666666667,Sergio Moraes , Decision - Unanimous ,3,5.0,UFC Fight Night: Gonzaga vs Cro Cop 2,Welterweight ,82,51,111,47,82,51,114,50,3,2,0,0,69,40,95,33,8,8,6,5,5,3,10,9,80,50,110,46,0,0,0,0,2,1,1,1,15.0,0,0,11-2015-04,"Krakow, Poland"
3295,Damian Stasiak,Yaotzin Meza,0,0,0.6,0.68,0.5,1.0,1,3,1,1,2.716666666666667,10.183333333333334,Yaotzin Meza , Decision - Unanimous ,3,5.0,UFC Fight Night: Gonzaga vs Cro Cop 2,Featherweight ,23,14,25,17,25,16,82,70,2,1,2,2,14,8,11,4,6,3,1,1,3,3,13,12,17,8,16,9,1,1,1,1,5,5,8,7,15.0,0,0,11-2015-04,"Krakow, Poland"
3296,Daniel Omielanczuk,Anthony Hamilton,0,0,0.81,0.83,0.33,0.75,0,0,0,0,1.5,12.433333333333334,Anthony Hamilton , Decision - Unanimous ,3,5.0,UFC Fight Night: Gonzaga vs Cro Cop 2,Heavyweight ,44,36,100,83,91,81,131,113,3,1,4,3,23,16,44,29,18,17,53,51,3,3,3,3,5,3,12,3,33,27,47,44,6,6,41,36,15.0,0,0,11-2015-04,"Krakow, Poland"
3297,Izabela Badurek,Aleksandra Albu,0,0,0.71,0.67,0.12,0.0,0,1,0,0,3.15,1.8166666666666667,Aleksandra Albu , Submission ,2,3.566666666666667,UFC Fight Night: Gonzaga vs Cro Cop 2,Women's Strawweight ,45,32,62,42,55,42,74,53,8,1,1,0,17,4,52,34,9,9,6,4,19,19,4,4,18,6,48,29,27,26,14,13,0,0,0,0,8.566666666666666,1,0,11-2015-04,"Krakow, Poland"
3298,Marcin Bandel,Stevie Ray,0,0,0.6,0.73,0.0,0.0,0,2,0,0,1.5833333333333333,3.2333333333333334,Stevie Ray , KO/TKO ,2,1.5833333333333333,UFC Fight Night: Gonzaga vs Cro Cop 2,Lightweight ,5,3,42,31,7,5,57,45,5,0,0,0,2,1,35,27,2,1,1,1,1,1,6,3,3,3,10,5,1,0,1,1,1,0,31,25,6.583333333333333,1,0,11-2015-04,"Krakow, Poland"
3299,Taylor Lapilus,Rocky Lee,0,0,0.55,0.51,0.66,0.1,1,0,1,0,2.0166666666666666,3.75,Taylor Lapilus , Decision - Unanimous ,3,5.0,UFC Fight Night: Gonzaga vs Cro Cop 2,Featherweight ,143,80,72,37,149,86,84,49,3,2,10,1,104,45,43,10,29,26,14,13,10,9,15,14,110,47,60,26,27,27,11,10,6,6,1,1,15.0,0,0,11-2015-04,"Krakow, Poland"
3300,Chad Mendes,Ricardo Lamas,2,0,0.84,0.36,0.0,0.0,0,0,0,0,0.6833333333333333,0.0,Chad Mendes , KO/TKO ,1,2.75,UFC Fight Night: Mendes vs Lamas,Featherweight ,32,27,22,8,37,32,22,8,0,0,0,0,28,24,16,2,0,0,0,0,4,3,6,6,7,5,22,8,7,5,0,0,18,17,0,0,2.75,1,0,04-2015-04,"Fairfax, Virginia, USA"
3301,Jorge Masvidal,Al Iaquinta,0,0,0.48,0.35,0.0,0.0,0,0,0,0,0.4166666666666667,0.11666666666666667,Al Iaquinta , Decision - Split ,3,5.0,UFC Fight Night: Mendes vs Lamas,Lightweight ,170,83,153,55,173,86,153,55,0,0,9,0,146,62,107,18,11,10,18,11,13,11,28,26,155,77,150,54,6,1,3,1,9,5,0,0,15.0,0,0,04-2015-04,"Fairfax, Virginia, USA"
3302,Michael Chiesa,Mitch Clarke,0,0,0.46,0.54,0.57,0.0,0,0,0,0,5.35,2.6,Michael Chiesa , Decision - Unanimous ,3,5.0,UFC Fight Night: Mendes vs Lamas,Lightweight ,128,59,120,65,173,98,141,81,7,4,4,0,113,48,85,36,13,9,17,14,2,2,18,15,107,41,105,52,9,7,15,13,12,11,0,0,15.0,0,0,04-2015-04,"Fairfax, Virginia, USA"
3303,Julianna Pena,Milana Dudieva,0,0,0.5,0.0,1.0,0.5,0,0,0,0,2.9166666666666665,0.7166666666666667,Julianna Pena , KO/TKO ,1,3.9833333333333334,UFC Fight Night: Mendes vs Lamas,Women's Bantamweight ,73,37,5,0,115,65,24,10,1,1,2,1,65,32,5,0,2,0,0,0,6,5,0,0,6,0,5,0,8,5,0,0,59,32,0,0,3.9833333333333334,1,0,04-2015-04,"Fairfax, Virginia, USA"
3304,Clay Guida,Robert Peralta,0,0,0.42,0.28,0.54,0.0,1,0,0,0,11.183333333333334,0.0,Clay Guida , Decision - Unanimous ,3,5.0,UFC Fight Night: Mendes vs Lamas,Featherweight ,64,27,84,24,85,44,103,41,11,6,0,0,40,4,71,13,8,8,3,2,16,15,10,9,42,6,72,20,12,11,12,4,10,10,0,0,15.0,0,0,04-2015-04,"Fairfax, Virginia, USA"
3305,Dustin Poirier,Diego Ferreira,2,0,0.48,0.35,0.0,0.0,0,0,0,0,0.7666666666666667,0.9666666666666667,Dustin Poirier , KO/TKO ,1,3.75,UFC Fight Night: Mendes vs Lamas,Lightweight ,50,24,56,20,56,29,56,20,0,0,2,0,45,20,46,12,2,1,7,5,3,3,3,3,41,20,52,16,2,1,4,4,7,3,0,0,3.75,1,0,04-2015-04,"Fairfax, Virginia, USA"
3306,Liz Carmouche,Lauren Murphy,0,0,0.57,0.45,0.25,0.22,0,0,0,0,1.5833333333333333,7.466666666666667,Liz Carmouche , Decision - Unanimous ,3,5.0,UFC Fight Night: Mendes vs Lamas,Women's Bantamweight ,66,38,102,46,189,149,127,67,8,2,9,2,43,19,59,6,12,8,2,2,11,11,41,38,50,24,65,12,15,13,32,29,1,1,5,5,15.0,0,0,04-2015-04,"Fairfax, Virginia, USA"
3307,Gray Maynard,Alexander Yakovlev,0,1,0.38,0.43,0.11,0.4,0,0,0,0,2.9,2.8833333333333333,Alexander Yakovlev , Decision - Unanimous ,3,5.0,UFC Fight Night: Mendes vs Lamas,Lightweight ,55,21,72,31,61,27,92,46,17,2,5,2,41,16,59,21,12,3,11,9,2,2,2,1,48,18,49,15,7,3,12,8,0,0,11,8,15.0,0,0,04-2015-04,"Fairfax, Virginia, USA"
3308,Shamil Abdurakhimov,Timothy Johnson,0,0,0.36,0.37,0.0,0.5,0,0,0,0,0.5166666666666667,0.95,Timothy Johnson , KO/TKO ,1,4.95,UFC Fight Night: Mendes vs Lamas,Heavyweight ,25,9,59,22,27,11,72,33,1,0,2,1,19,5,44,14,1,0,6,1,5,4,9,7,22,9,29,3,3,0,12,8,0,0,18,11,4.95,1,0,04-2015-04,"Fairfax, Virginia, USA"
3309,Ron Stallings,Justin Jones,0,0,0.59,0.31,0.0,0.16,0,0,0,0,0.8,9.383333333333333,Ron Stallings , Decision - Unanimous ,3,5.0,UFC Fight Night: Mendes vs Lamas,Middleweight ,84,50,72,23,127,87,145,88,0,0,12,2,60,31,59,12,21,17,3,3,3,2,10,8,55,32,37,5,28,18,30,14,1,0,5,4,15.0,0,0,04-2015-04,"Fairfax, Virginia, USA"
3310,Demian Maia,Ryan LaFlare,0,0,0.52,0.27,0.35,0.0,2,0,0,0,13.8,1.6,Demian Maia , Decision - Unanimous ,5,5.0,UFC Fight Night: Maia vs LaFlare,Welterweight ,69,36,91,25,121,76,121,54,14,5,0,0,65,32,60,8,3,3,15,5,1,1,16,12,39,12,88,24,0,0,0,0,30,24,3,1,25.0,0,0,21-2015-03,"Rio de Janeiro, Brazil"
3311,Erick Silva,Josh Koscheck,0,0,0.43,0.19,0.0,0.0,1,0,0,0,0.8166666666666667,1.0666666666666667,Erick Silva , Submission ,1,4.35,UFC Fight Night: Maia vs LaFlare,Welterweight ,32,14,21,4,34,16,24,7,1,0,3,0,22,8,20,4,8,5,1,0,2,1,0,0,26,9,20,3,1,1,1,1,5,4,0,0,4.35,1,0,21-2015-03,"Rio de Janeiro, Brazil"
3312,Leonardo Santos,Anthony Rocco Martin,0,0,0.3,0.38,0.5,0.0,1,0,0,0,1.45,1.8,Leonardo Santos , Submission ,2,2.4833333333333334,UFC Fight Night: Maia vs LaFlare,Lightweight ,39,12,36,14,43,16,46,24,2,1,3,0,25,6,30,8,3,0,1,1,11,6,5,5,39,12,36,14,0,0,0,0,0,0,0,0,7.483333333333333,1,0,21-2015-03,"Rio de Janeiro, Brazil"
3313,Amanda Nunes,Shayna Baszler,1,0,0.88,0.12,0.0,0.0,0,0,0,0,0.016666666666666666,0.016666666666666666,Amanda Nunes , KO/TKO ,1,1.9333333333333333,UFC Fight Night: Maia vs LaFlare,Women's Bantamweight ,17,15,8,1,20,17,8,1,0,0,2,0,9,8,7,1,2,1,0,0,6,6,1,0,14,13,7,1,0,0,1,0,3,2,0,0,1.9333333333333333,1,0,21-2015-03,"Rio de Janeiro, Brazil"
3314,Gilbert Burns,Alex Oliveira,0,0,0.38,0.38,0.4,0.0,2,0,0,0,4.016666666666667,3.35,Gilbert Burns , Submission ,3,4.233333333333333,UFC Fight Night: Maia vs LaFlare,Lightweight ,44,17,76,29,69,37,80,31,5,2,0,0,32,8,67,22,6,5,4,3,6,4,5,4,37,10,70,26,3,3,6,3,4,4,0,0,14.233333333333334,1,0,21-2015-03,"Rio de Janeiro, Brazil"
3315,Godofredo Pepey,Andre Fili,0,0,0.25,0.16,0.0,0.0,1,0,0,0,0.18333333333333332,2.1666666666666665,Godofredo Pepey , Submission ,1,3.2333333333333334,UFC Fight Night: Maia vs LaFlare,Featherweight ,4,1,6,1,8,5,9,3,2,0,0,0,3,0,4,0,0,0,2,1,1,1,0,0,4,1,4,0,0,0,2,1,0,0,0,0,3.2333333333333334,1,0,21-2015-03,"Rio de Janeiro, Brazil"
3316,Francisco Trinaldo,Akbarh Arreola,0,0,0.33,0.45,1.0,0.0,0,0,0,0,9.283333333333333,0.0,Francisco Trinaldo , Decision - Unanimous ,3,5.0,UFC Fight Night: Maia vs LaFlare,Lightweight ,115,39,74,34,169,91,127,82,3,3,0,0,102,29,51,17,7,6,11,7,6,4,12,10,70,19,66,28,5,3,1,1,40,17,7,5,15.0,0,0,21-2015-03,"Rio de Janeiro, Brazil"
3317,Edimilson Souza,Katsunori Kikuno,1,0,0.71,0.25,0.0,0.0,0,0,0,0,0.03333333333333333,0.0,Edimilson Souza , KO/TKO ,1,1.5166666666666666,UFC Fight Night: Maia vs LaFlare,Featherweight ,7,5,4,1,7,5,4,1,0,0,0,0,5,4,2,0,2,1,0,0,0,0,2,1,6,4,4,1,0,0,0,0,1,1,0,0,1.5166666666666666,1,0,21-2015-03,"Rio de Janeiro, Brazil"
3318,Leandro Silva,Drew Dober,0,0,0.52,0.3,0.5,0.0,1,0,0,0,1.6,1.15,NC, Overturned ,2,2.75,UFC Fight Night: Maia vs LaFlare,Lightweight ,48,25,72,22,52,28,77,26,4,2,0,0,31,11,55,14,9,9,4,2,8,5,13,6,43,22,56,15,5,3,16,7,0,0,0,0,7.75,1,0,21-2015-03,"Rio de Janeiro, Brazil"
3319,Leonardo Mafra,Cain Carrizosa,0,1,0.49,0.43,0.83,0.0,0,0,0,0,6.883333333333334,0.9333333333333333,Leonardo Mafra , Decision - Unanimous ,3,5.0,UFC Fight Night: Maia vs LaFlare,Lightweight ,191,94,101,44,252,151,110,52,6,5,5,0,153,65,83,35,18,11,16,8,20,18,2,1,154,69,95,42,13,8,5,2,24,17,1,0,15.0,0,0,21-2015-03,"Rio de Janeiro, Brazil"
3320,Jorge de Oliveira,Christos Giagos,0,0,0.0,0.52,0.0,1.0,0,1,0,0,0.0,2.683333333333333,Christos Giagos , Submission ,1,3.2,UFC Fight Night: Maia vs LaFlare,Lightweight ,4,0,34,18,16,11,54,37,0,0,1,1,3,0,34,18,0,0,0,0,1,0,0,0,4,0,4,2,0,0,0,0,0,0,30,16,3.2,1,0,21-2015-03,"Rio de Janeiro, Brazil"
3321,Bentley Syler,Fredy Serrano,0,1,0.18,0.2,0.0,0.25,0,0,0,0,0.0,0.7,Fredy Serrano , KO/TKO ,3,1.5666666666666667,UFC Fight Night: Maia vs LaFlare,Flyweight ,79,15,98,20,90,25,98,20,0,0,8,2,64,8,87,16,4,1,9,3,11,6,2,1,78,14,93,19,1,1,5,1,0,0,0,0,11.566666666666666,1,0,21-2015-03,"Rio de Janeiro, Brazil"
3322,Anthony Pettis,Rafael Dos Anjos,0,0,0.33,0.52,0.0,0.9,0,0,0,0,0.8666666666666667,14.7,Rafael Dos Anjos , Decision - Unanimous ,5,5.0,UFC 185: Pettis vs Dos Anjos, Lightweight  ,162,54,171,90,205,96,233,144,1,0,10,9,141,38,113,44,16,11,37,27,5,5,21,19,158,53,124,58,3,1,17,11,1,0,30,21,25.0,0,1,14-2015-03,"Dallas, Texas, USA"
3323,Carla Esparza,Joanna Jedrzejczyk,0,0,0.18,0.5,0.05,0.0,0,0,0,0,1.1166666666666667,0.4666666666666667,Joanna Jedrzejczyk , KO/TKO ,2,4.283333333333333,UFC 185: Pettis vs Dos Anjos, Women's Strawweight  ,22,4,105,53,24,6,107,55,17,1,0,0,19,3,101,50,2,1,4,3,1,0,0,0,19,2,75,32,3,2,25,16,0,0,5,5,9.283333333333333,1,1,14-2015-03,"Dallas, Texas, USA"
